subjects,S,condition,R,rt,correct
7,right,intoxicated,right,0.178296623,1
7,right,intoxicated,left,0.242884373,0
7,right,intoxicated,left,0.416605612,0
7,left,intoxicated,left,0.189494988,1
7,left,intoxicated,left,0.393416877,1
7,right,intoxicated,left,0.148568285,0
7,left,intoxicated,left,0.212076156,1
7,right,intoxicated,right,0.258740133,1
7,right,intoxicated,right,0.497777283,1
7,right,intoxicated,right,0.270164756,1
7,right,intoxicated,left,0.211204587,0
7,left,intoxicated,left,0.265088886,1
7,right,intoxicated,right,0.663060943,1
7,right,intoxicated,left,0.208348406,0
7,right,intoxicated,right,0.311030177,1
7,right,intoxicated,right,0.286866897,1
7,right,intoxicated,right,0.186043363,1
7,right,intoxicated,left,0.33086611,0
7,left,intoxicated,right,0.24210268,0
7,left,intoxicated,left,0.185252158,1
7,right,intoxicated,right,0.178047825,1
7,right,intoxicated,right,0.187728383,1
7,right,intoxicated,left,0.213599227,0
7,right,intoxicated,right,0.187103231,1
7,right,intoxicated,right,0.291172608,1
7,right,intoxicated,right,0.149343934,1
7,left,intoxicated,left,0.35088102,1
7,right,intoxicated,right,0.142181855,1
7,left,intoxicated,left,0.196088791,1
7,left,intoxicated,left,0.226859048,1
7,left,intoxicated,right,0.264510379,0
7,right,intoxicated,right,0.147343633,1
7,left,intoxicated,right,0.338806743,0
7,right,intoxicated,left,0.139897309,0
7,right,intoxicated,right,0.325601267,1
7,left,intoxicated,right,0.333150872,0
7,left,intoxicated,left,0.281425787,1
7,right,intoxicated,right,0.168353236,1
7,left,intoxicated,right,0.161108243,0
7,right,intoxicated,left,0.26051004,0
7,right,intoxicated,right,0.220581,1
7,right,intoxicated,right,0.209306417,1
7,right,intoxicated,left,0.327176884,0
7,right,intoxicated,right,0.24799097,1
7,right,intoxicated,right,0.219568241,1
7,left,intoxicated,left,0.150357841,1
7,right,intoxicated,left,0.202643219,0
7,right,intoxicated,right,0.200607434,1
7,right,intoxicated,left,0.205686513,0
7,left,intoxicated,left,0.218078742,1
7,left,intoxicated,left,0.378791349,1
7,right,intoxicated,right,0.200783673,1
7,right,intoxicated,right,0.202072268,1
7,right,intoxicated,left,0.145994396,0
7,left,intoxicated,left,0.369712908,1
7,left,intoxicated,left,0.228844527,1
7,right,intoxicated,right,0.317935904,1
7,left,intoxicated,right,0.167037731,0
7,right,intoxicated,left,0.167470001,0
7,right,intoxicated,right,0.191613995,1
7,left,intoxicated,right,0.266386765,0
7,right,intoxicated,right,0.276674787,1
7,right,intoxicated,left,0.45149867,0
7,left,intoxicated,left,0.155188223,1
7,left,intoxicated,right,0.242216813,0
7,left,intoxicated,left,0.187858443,1
7,left,intoxicated,left,0.219262514,1
7,left,intoxicated,left,0.147761756,1
7,right,intoxicated,left,0.146209926,0
7,left,intoxicated,left,0.378351945,1
7,left,intoxicated,left,0.534893225,1
7,left,intoxicated,right,0.241729453,0
7,right,intoxicated,right,0.214813479,1
7,left,intoxicated,left,0.307607315,1
7,left,intoxicated,left,0.142294473,1
7,left,intoxicated,left,0.478491769,1
7,left,intoxicated,right,0.207698941,0
7,left,intoxicated,left,0.355008237,1
7,left,intoxicated,left,0.513338462,1
7,right,intoxicated,left,0.205298162,0
7,right,intoxicated,right,0.194402182,1
7,left,intoxicated,left,0.192126357,1
7,left,intoxicated,left,0.167820492,1
7,left,intoxicated,left,0.33999703,1
7,left,intoxicated,left,0.274761363,1
7,right,intoxicated,right,0.32113869,1
7,right,intoxicated,right,0.167596382,1
7,left,intoxicated,left,0.634613607,1
7,left,intoxicated,left,0.182993692,1
7,right,intoxicated,left,0.355318481,0
7,right,intoxicated,right,0.257321719,1
7,right,intoxicated,right,0.194208957,1
7,left,intoxicated,right,0.264826924,0
7,left,intoxicated,right,0.313870687,0
7,right,intoxicated,right,0.212682198,1
7,right,intoxicated,right,0.244141762,1
7,left,intoxicated,right,0.780789531,0
7,right,intoxicated,right,0.221402299,1
7,left,intoxicated,left,0.3029936,1
7,left,intoxicated,left,0.234130387,1
7,right,intoxicated,left,0.317155365,0
7,right,intoxicated,right,0.200937776,1
7,left,intoxicated,left,0.225448199,1
7,left,intoxicated,right,0.150412091,0
7,right,intoxicated,left,0.509481943,0
7,left,intoxicated,left,0.191718938,1
7,left,intoxicated,left,0.192961432,1
7,right,intoxicated,right,0.20407864,1
7,right,intoxicated,left,0.191513551,0
7,right,intoxicated,right,0.220810439,1
7,right,intoxicated,left,0.188239962,0
7,left,intoxicated,left,0.279639659,1
7,left,intoxicated,right,0.289315313,0
7,right,intoxicated,left,0.351311309,0
7,left,intoxicated,right,0.264135978,0
7,left,intoxicated,right,0.320653178,0
7,left,intoxicated,left,0.151044031,1
7,left,intoxicated,right,0.216148227,0
7,right,intoxicated,right,0.183800816,1
7,left,intoxicated,left,0.251304676,1
7,left,intoxicated,right,0.254292796,0
7,left,intoxicated,left,0.269459645,1
7,right,intoxicated,right,0.388986621,1
7,right,intoxicated,right,0.213120281,1
7,left,intoxicated,right,0.18137834,0
7,left,intoxicated,right,0.155836859,0
7,left,intoxicated,left,0.84964134,1
7,right,intoxicated,left,0.208495605,0
7,left,intoxicated,right,0.372840732,0
7,left,intoxicated,right,0.327664264,0
7,left,intoxicated,right,0.202778898,0
7,right,intoxicated,left,0.224306341,0
7,left,intoxicated,right,0.203023086,0
7,right,intoxicated,right,0.324095721,1
7,right,intoxicated,left,0.159132026,0
7,right,intoxicated,right,0.143746052,1
7,left,intoxicated,left,0.180099765,1
7,left,intoxicated,left,0.200844263,1
7,right,intoxicated,left,0.387136248,0
7,left,intoxicated,right,0.321861082,0
7,right,intoxicated,right,0.19861963,1
7,right,intoxicated,right,0.31006366,1
7,right,intoxicated,right,0.244148496,1
7,left,intoxicated,left,0.216005958,1
7,left,intoxicated,left,0.154552315,1
8,left,intoxicated,left,0.379718293,1
8,right,intoxicated,right,0.839854858,1
8,right,intoxicated,left,0.377241986,0
8,right,intoxicated,right,0.406972229,1
8,left,intoxicated,left,0.664807145,1
8,left,intoxicated,left,0.419926454,1
8,right,intoxicated,right,0.459765036,1
8,right,intoxicated,right,0.340756001,1
8,left,intoxicated,right,0.472988512,0
8,right,intoxicated,right,0.350362498,1
8,left,intoxicated,right,0.366456051,0
8,left,intoxicated,left,0.415858289,1
8,left,intoxicated,right,0.583767105,0
8,left,intoxicated,left,0.423061358,1
8,left,intoxicated,left,0.449674508,1
8,right,intoxicated,right,0.343188168,1
8,left,intoxicated,right,0.368275402,0
8,right,intoxicated,right,0.358845182,1
8,left,intoxicated,left,0.430785463,1
8,left,intoxicated,right,0.534734384,0
8,left,intoxicated,left,0.471339997,1
8,left,intoxicated,left,0.381290575,1
8,right,intoxicated,left,0.447906219,0
8,right,intoxicated,right,0.371155435,1
8,left,intoxicated,left,0.394157449,1
8,right,intoxicated,left,0.364656131,0
8,left,intoxicated,right,0.461297554,0
8,left,intoxicated,left,0.465412303,1
8,left,intoxicated,right,0.631711266,0
8,right,intoxicated,right,0.348344815,1
8,right,intoxicated,right,0.372154597,1
8,right,intoxicated,right,0.522497287,1
8,left,intoxicated,left,0.453694241,1
8,right,intoxicated,right,0.344601296,1
8,left,intoxicated,right,0.357340345,0
8,right,intoxicated,right,0.377620065,1
8,left,intoxicated,left,0.356137847,1
8,left,intoxicated,left,0.541075694,1
8,right,intoxicated,left,0.476092004,0
8,right,intoxicated,right,0.415966755,1
8,right,intoxicated,right,0.515135632,1
8,right,intoxicated,right,0.369430071,1
8,right,intoxicated,left,0.524966362,0
8,left,intoxicated,right,0.521359006,0
8,left,intoxicated,right,0.553244972,0
8,right,intoxicated,right,0.402909438,1
8,left,intoxicated,right,0.378824062,0
8,right,intoxicated,right,0.372020771,1
8,left,intoxicated,right,0.364221461,0
8,right,intoxicated,right,0.507168135,1
8,left,intoxicated,left,0.399200585,1
8,right,intoxicated,right,0.495309298,1
8,left,intoxicated,left,0.351603026,1
8,right,intoxicated,left,0.357025692,0
8,right,intoxicated,right,0.586860903,1
8,right,intoxicated,right,0.501655645,1
8,right,intoxicated,right,0.608628945,1
8,right,intoxicated,right,0.381707729,1
8,left,intoxicated,left,0.686027926,1
8,right,intoxicated,right,0.429022464,1
8,left,intoxicated,left,0.422896288,1
8,right,intoxicated,right,0.487203477,1
8,left,intoxicated,right,0.530770322,0
8,right,intoxicated,left,0.448678654,0
8,right,intoxicated,right,0.557242745,1
8,left,intoxicated,left,0.492009839,1
8,left,intoxicated,left,0.357430956,1
8,left,intoxicated,left,0.477785127,1
8,right,intoxicated,left,0.413671118,0
8,right,intoxicated,right,0.375992507,1
8,right,intoxicated,left,0.412303033,0
8,right,intoxicated,right,0.364045271,1
8,left,intoxicated,left,0.352855529,1
8,left,intoxicated,left,0.602786951,1
8,right,intoxicated,left,0.37398657,0
8,right,intoxicated,left,0.454229118,0
8,right,intoxicated,right,0.402610158,1
8,left,intoxicated,left,0.543194684,1
8,left,intoxicated,left,0.56555363,1
8,right,intoxicated,right,0.406744692,1
8,right,intoxicated,right,0.392890547,1
8,left,intoxicated,right,0.359295726,0
8,right,intoxicated,left,0.490386394,0
8,right,intoxicated,right,0.468381315,1
8,left,intoxicated,left,0.401808144,1
8,left,intoxicated,left,0.459111247,1
8,right,intoxicated,left,0.506006782,0
8,right,intoxicated,left,0.351942376,0
8,left,intoxicated,left,0.376235233,1
8,right,intoxicated,left,0.413145657,0
8,left,intoxicated,left,0.467012826,1
8,left,intoxicated,left,0.608164078,1
8,right,intoxicated,right,0.438050971,1
8,left,intoxicated,left,0.372583603,1
8,left,intoxicated,left,0.580169334,1
8,left,intoxicated,right,0.383760551,0
8,left,intoxicated,left,0.569242244,1
8,left,intoxicated,right,0.494649508,0
8,right,intoxicated,left,0.399412153,0
8,left,intoxicated,left,0.488519657,1
8,left,intoxicated,left,0.377842294,1
8,left,intoxicated,left,0.366512597,1
8,right,intoxicated,right,0.473613781,1
8,right,intoxicated,right,0.388889041,1
8,right,intoxicated,right,0.394771403,1
8,right,intoxicated,right,0.402560245,1
8,right,intoxicated,right,0.700432864,1
8,left,intoxicated,left,0.515733775,1
8,right,intoxicated,left,0.539636941,0
8,right,intoxicated,right,0.63963523,1
8,right,intoxicated,left,0.427684052,0
8,left,intoxicated,right,0.476547516,0
8,left,intoxicated,right,0.665096013,0
8,right,intoxicated,left,0.654925367,0
8,right,intoxicated,right,0.821261932,1
8,left,intoxicated,left,0.467382271,1
8,right,intoxicated,right,0.476101029,1
8,right,intoxicated,left,0.352396448,0
8,left,intoxicated,left,0.354389634,1
8,left,intoxicated,left,0.370414952,1
8,left,intoxicated,right,0.482865861,0
8,left,intoxicated,left,0.465438442,1
8,right,intoxicated,right,0.346826085,1
8,right,intoxicated,right,0.443752157,1
8,left,intoxicated,right,0.359716874,0
8,left,intoxicated,left,0.368708956,1
8,right,intoxicated,left,0.462520078,0
8,right,intoxicated,left,0.373808361,0
8,right,intoxicated,right,0.430517437,1
8,left,intoxicated,left,0.359915294,1
8,left,intoxicated,left,0.362383363,1
8,left,intoxicated,left,0.568421617,1
8,left,intoxicated,right,0.52120733,0
8,right,intoxicated,right,0.389827367,1
8,left,intoxicated,left,0.463429177,1
8,right,intoxicated,left,0.457909306,0
8,left,intoxicated,right,0.390082147,0
8,left,intoxicated,right,0.382455497,0
8,left,intoxicated,right,0.368840824,0
8,right,intoxicated,right,0.553999312,1
8,left,intoxicated,right,0.346428996,0
8,right,intoxicated,right,0.503445062,1
8,left,intoxicated,left,0.579879467,1
8,right,intoxicated,right,0.81898856,1
8,left,intoxicated,right,0.480013771,0
8,left,intoxicated,left,0.432492255,1
8,right,intoxicated,left,0.367896498,0
8,right,intoxicated,right,0.369765182,1
8,right,intoxicated,right,0.532095165,1
8,left,intoxicated,left,0.530683332,1
8,left,intoxicated,left,0.445332693,1
8,left,intoxicated,right,0.447809838,0
8,right,intoxicated,right,0.381874547,1
8,right,intoxicated,right,0.481872357,1
8,left,intoxicated,left,0.362837937,1
8,left,intoxicated,right,0.657681874,0
8,right,intoxicated,right,0.447963157,1
8,left,intoxicated,left,0.410425303,1
8,left,intoxicated,right,0.472944378,0
8,right,intoxicated,right,0.48482831,1
8,left,intoxicated,left,0.510557966,1
8,left,intoxicated,left,0.583026178,1
8,left,intoxicated,left,0.487859541,1
8,right,intoxicated,right,0.399569904,1
8,left,intoxicated,right,0.381750904,0
8,right,intoxicated,right,0.513798392,1
8,left,intoxicated,left,0.4745587,1
8,left,intoxicated,left,0.374785947,1
8,left,intoxicated,left,0.415014583,1
8,right,intoxicated,left,0.424817872,0
8,left,intoxicated,left,0.473447225,1
8,left,intoxicated,right,0.729609967,0
8,left,intoxicated,right,0.537812089,0
8,right,intoxicated,left,0.35341335,0
8,right,intoxicated,right,0.420909818,1
8,left,intoxicated,left,0.427741066,1
8,right,intoxicated,left,0.625098267,0
8,right,intoxicated,left,0.367430572,0
8,right,intoxicated,left,0.707245366,0
8,right,intoxicated,right,0.378662536,1
8,right,intoxicated,right,0.403800833,1
8,right,intoxicated,right,0.416735837,1
8,left,intoxicated,left,0.368457088,1
8,right,intoxicated,left,0.382210309,0
8,left,intoxicated,left,0.559531622,1
8,left,intoxicated,left,0.358849895,1
8,right,intoxicated,right,0.389441275,1
8,left,intoxicated,right,0.458566078,0
8,left,intoxicated,left,0.402173781,1
8,right,intoxicated,right,0.566124988,1
8,right,intoxicated,right,0.390931198,1
8,right,intoxicated,right,0.352462011,1
8,left,intoxicated,left,0.376086753,1
8,left,intoxicated,left,0.339090706,1
8,left,intoxicated,left,0.40565566,1
8,right,intoxicated,right,0.488891526,1
8,right,intoxicated,left,0.551223375,0
8,right,intoxicated,right,0.387116548,1
8,right,intoxicated,right,0.39624413,1
8,right,intoxicated,right,0.39756656,1
8,right,intoxicated,right,0.448647627,1
8,left,intoxicated,left,0.637367711,1
8,right,intoxicated,right,0.37156268,1
8,right,intoxicated,left,0.548388867,0
8,right,intoxicated,left,0.493779327,0
8,right,intoxicated,left,0.376027111,0
8,right,intoxicated,right,0.620349764,1
8,left,intoxicated,left,0.658064675,1
8,right,intoxicated,left,0.51079031,0
8,left,intoxicated,right,0.714764054,0
8,right,intoxicated,right,0.5436189,1
8,left,intoxicated,right,0.564137761,0
8,left,intoxicated,left,0.444605467,1
8,left,intoxicated,right,0.42892337,0
8,left,intoxicated,right,0.425785636,0
8,right,intoxicated,left,0.815123242,0
8,left,intoxicated,left,0.633648721,1
8,right,intoxicated,left,0.484223698,0
8,left,intoxicated,left,0.385669376,1
8,left,intoxicated,right,0.521428441,0
8,left,intoxicated,left,0.526424324,1
8,left,intoxicated,left,0.458339653,1
8,left,intoxicated,right,0.366125071,0
9,right,intoxicated,right,0.711777584,1
9,right,intoxicated,right,0.597495183,1
9,right,intoxicated,right,0.501317082,1
9,left,intoxicated,left,0.404391748,1
9,left,intoxicated,left,0.35852897,1
9,left,intoxicated,left,0.434452952,1
9,right,intoxicated,right,0.446978754,1
9,right,intoxicated,left,0.55634568,0
9,right,intoxicated,left,0.506906803,0
9,right,intoxicated,right,0.387022873,1
9,left,intoxicated,right,0.504747502,0
9,left,intoxicated,left,0.31401662,1
9,left,intoxicated,right,0.317088857,0
9,left,intoxicated,left,0.312516461,1
9,left,intoxicated,right,0.333090846,0
9,right,intoxicated,right,0.321748796,1
9,left,intoxicated,left,0.630281437,1
9,right,intoxicated,left,0.65851614,0
9,left,intoxicated,right,0.769660908,0
9,left,intoxicated,right,0.369722936,0
9,right,intoxicated,right,0.34263609,1
9,left,intoxicated,left,0.613538153,1
9,left,intoxicated,right,0.804545444,0
9,left,intoxicated,left,0.381079749,1
9,left,intoxicated,left,0.533274764,1
9,left,intoxicated,left,0.360533336,1
9,left,intoxicated,right,0.473678407,0
9,left,intoxicated,left,0.493125292,1
9,right,intoxicated,right,0.404895309,1
9,right,intoxicated,left,0.350589304,0
9,right,intoxicated,right,0.37895318,1
9,right,intoxicated,left,0.855212057,0
9,left,intoxicated,left,0.368380592,1
9,left,intoxicated,right,0.585263019,0
9,left,intoxicated,left,0.552661327,1
9,right,intoxicated,right,0.457178409,1
9,right,intoxicated,right,0.832388112,1
9,right,intoxicated,left,0.49056921,0
9,left,intoxicated,left,0.394538834,1
9,left,intoxicated,right,0.397106707,0
9,right,intoxicated,right,0.340761151,1
9,right,intoxicated,right,0.400091928,1
9,right,intoxicated,right,0.357822888,1
9,left,intoxicated,left,0.669263305,1
9,right,intoxicated,right,0.519495256,1
9,right,intoxicated,left,0.433213921,0
9,right,intoxicated,right,0.557724459,1
9,left,intoxicated,right,0.426647087,0
9,left,intoxicated,left,0.364419846,1
9,left,intoxicated,left,0.346303978,1
9,left,intoxicated,left,0.382287394,1
9,right,intoxicated,right,0.317649464,1
9,right,intoxicated,left,0.321025802,0
9,right,intoxicated,left,0.757251824,0
9,left,intoxicated,left,0.354647047,1
9,left,intoxicated,left,0.417310636,1
9,left,intoxicated,left,0.358286537,1
9,left,intoxicated,left,0.42798611,1
9,right,intoxicated,right,0.404031772,1
9,right,intoxicated,right,0.326708533,1
9,right,intoxicated,left,0.412433169,0
9,right,intoxicated,right,0.360441712,1
9,right,intoxicated,left,0.343141863,0
9,right,intoxicated,right,0.548344861,1
9,right,intoxicated,left,0.392703777,0
9,left,intoxicated,left,0.581783089,1
9,right,intoxicated,right,0.631152299,1
9,right,intoxicated,right,0.342438127,1
9,right,intoxicated,left,0.42530643,0
9,left,intoxicated,right,0.636383533,0
9,right,intoxicated,left,0.494579463,0
9,left,intoxicated,left,0.358491649,1
9,right,intoxicated,right,0.407132406,1
9,left,intoxicated,left,0.50505153,1
9,right,intoxicated,right,0.816708553,1
9,right,intoxicated,left,0.451760719,0
9,right,intoxicated,left,0.38994391,0
9,right,intoxicated,left,0.406021951,0
9,left,intoxicated,right,0.39213627,0
9,right,intoxicated,left,0.493461447,0
9,right,intoxicated,left,0.545106798,0
9,right,intoxicated,right,0.469563256,1
9,right,intoxicated,right,0.466162284,1
9,left,intoxicated,left,0.462429886,1
9,left,intoxicated,left,0.373769053,1
9,left,intoxicated,left,0.417182519,1
9,right,intoxicated,left,0.368892613,0
9,right,intoxicated,right,0.32908502,1
9,left,intoxicated,right,0.404235382,0
9,right,intoxicated,right,0.473865536,1
9,left,intoxicated,left,0.522618744,1
9,left,intoxicated,left,0.533464346,1
9,left,intoxicated,left,0.411404147,1
9,right,intoxicated,left,0.564457185,0
9,left,intoxicated,left,0.570349652,1
9,left,intoxicated,left,0.363602372,1
9,right,intoxicated,right,0.470046176,1
9,right,intoxicated,right,0.332750558,1
9,right,intoxicated,right,0.615471576,1
9,right,intoxicated,right,0.503205774,1
9,right,intoxicated,right,0.420616801,1
9,right,intoxicated,left,0.607037172,0
9,left,intoxicated,left,0.60307271,1
9,left,intoxicated,left,0.452340981,1
9,left,intoxicated,left,0.351308833,1
9,right,intoxicated,right,0.464350953,1
9,left,intoxicated,left,0.417532736,1
9,left,intoxicated,left,0.622739475,1
9,left,intoxicated,right,0.313865104,0
9,left,intoxicated,left,0.436920241,1
9,left,intoxicated,left,0.452153904,1
9,right,intoxicated,right,0.408635443,1
9,left,intoxicated,right,0.344869097,0
9,left,intoxicated,left,0.674962137,1
9,right,intoxicated,right,0.414007903,1
9,left,intoxicated,left,0.708725942,1
9,left,intoxicated,left,0.462568168,1
9,right,intoxicated,right,0.520525022,1
9,right,intoxicated,right,0.409589068,1
9,left,intoxicated,right,0.527308056,0
9,left,intoxicated,left,0.366304816,1
9,right,intoxicated,right,0.318338177,1
9,left,intoxicated,left,0.43537212,1
9,left,intoxicated,right,0.469943436,0
9,left,intoxicated,right,0.460522217,0
9,right,intoxicated,right,0.344311221,1
9,left,intoxicated,left,0.395490226,1
9,right,intoxicated,right,0.404192774,1
9,left,intoxicated,left,0.357255901,1
9,right,intoxicated,left,0.385197436,0
9,left,intoxicated,right,0.361579962,0
9,right,intoxicated,right,0.645715404,1
9,right,intoxicated,right,0.448148249,1
9,right,intoxicated,right,0.376816279,1
9,left,intoxicated,left,0.358469345,1
9,right,intoxicated,left,0.33896933,0
9,left,intoxicated,right,0.337165037,0
9,right,intoxicated,left,0.558122947,0
9,left,intoxicated,left,0.485775902,1
9,right,intoxicated,right,0.385922849,1
9,right,intoxicated,left,0.384670423,0
9,right,intoxicated,right,0.391301199,1
9,left,intoxicated,left,0.377999928,1
9,right,intoxicated,right,0.505666442,1
9,left,intoxicated,right,0.392156839,0
9,left,intoxicated,right,0.469166747,0
9,right,intoxicated,right,0.685438458,1
9,right,intoxicated,left,0.347411112,0
9,right,intoxicated,left,0.44201009,0
9,right,intoxicated,right,0.372732383,1
9,right,intoxicated,right,0.649848052,1
9,left,intoxicated,right,0.36698316,0
9,left,intoxicated,left,0.339530971,1
9,right,intoxicated,right,0.405601759,1
9,right,intoxicated,right,0.316128701,1
9,left,intoxicated,left,0.326954799,1
9,right,intoxicated,left,0.695780115,0
9,left,intoxicated,right,0.480248587,0
9,left,intoxicated,right,0.374656409,0
9,right,intoxicated,right,0.308807306,1
9,left,intoxicated,left,0.370919682,1
9,left,intoxicated,left,0.399228068,1
9,left,intoxicated,right,0.660879473,0
9,left,intoxicated,right,0.62716999,0
9,left,intoxicated,left,0.337423314,1
9,right,intoxicated,left,0.695958025,0
9,right,intoxicated,right,0.404438274,1
9,right,intoxicated,right,0.447364361,1
9,left,intoxicated,left,0.31932494,1
9,left,intoxicated,right,0.334887554,0
9,left,intoxicated,left,0.425273764,1
9,left,intoxicated,right,0.51051091,0
9,left,intoxicated,left,0.384814095,1
9,left,intoxicated,left,0.345075964,1
9,left,intoxicated,left,0.547146108,1
9,left,intoxicated,left,0.356263527,1
9,right,intoxicated,left,0.478405528,0
9,left,intoxicated,left,0.376324022,1
9,left,intoxicated,left,0.365983419,1
9,right,intoxicated,left,0.507361762,0
9,right,intoxicated,right,0.486767574,1
9,right,intoxicated,right,0.429203772,1
9,left,intoxicated,right,0.361368121,0
9,left,intoxicated,right,0.479192928,0
9,right,intoxicated,right,0.350898568,1
9,left,intoxicated,left,0.582563784,1
9,left,intoxicated,left,0.379145154,1
9,right,intoxicated,left,0.387512212,0
9,left,intoxicated,left,0.35416386,1
9,left,intoxicated,left,0.757732902,1
9,right,intoxicated,right,0.357788444,1
9,right,intoxicated,right,0.448073572,1
9,left,intoxicated,left,0.455048562,1
9,right,intoxicated,right,0.435124258,1
9,right,intoxicated,right,0.483783323,1
9,right,intoxicated,right,0.486810317,1
9,right,intoxicated,left,0.38089722,0
9,right,intoxicated,right,0.574357484,1
9,left,intoxicated,right,0.567589204,0
9,left,intoxicated,left,0.313709602,1
9,left,intoxicated,left,0.388450287,1
9,right,intoxicated,left,0.323109179,0
9,left,intoxicated,right,0.340096628,0
9,right,intoxicated,right,0.323081289,1
9,left,intoxicated,left,0.563410236,1
9,right,intoxicated,right,0.796463548,1
9,right,intoxicated,right,0.39082369,1
9,right,intoxicated,left,0.491399876,0
9,right,intoxicated,right,0.679826677,1
9,right,intoxicated,right,0.338272328,1
9,right,intoxicated,right,0.341919382,1
9,left,intoxicated,left,0.412274559,1
9,right,intoxicated,right,0.395172293,1
9,right,intoxicated,right,0.309411542,1
9,left,intoxicated,left,0.538448179,1
9,right,intoxicated,right,0.392026608,1
9,right,intoxicated,left,0.400346299,0
9,right,intoxicated,right,0.570305052,1
9,left,intoxicated,right,0.317369894,0
9,right,intoxicated,right,0.342663225,1
10,left,intoxicated,right,0.358987176,0
10,right,intoxicated,right,0.353028431,1
10,left,intoxicated,left,0.497162761,1
10,right,intoxicated,right,0.451089572,1
10,left,intoxicated,right,0.386130229,0
10,left,intoxicated,left,0.329467919,1
10,left,intoxicated,left,0.414149956,1
10,right,intoxicated,right,0.369774211,1
10,right,intoxicated,left,0.445674554,0
10,right,intoxicated,left,0.440475075,0
10,left,intoxicated,left,0.367396449,1
10,left,intoxicated,left,0.389045113,1
10,left,intoxicated,left,0.349428067,1
10,left,intoxicated,left,0.406065847,1
10,right,intoxicated,right,0.35166309,1
10,left,intoxicated,left,0.326333357,1
10,right,intoxicated,left,0.336536023,0
10,left,intoxicated,right,0.408404313,0
10,right,intoxicated,left,0.474494716,0
10,right,intoxicated,right,0.394330499,1
10,right,intoxicated,right,0.340232484,1
10,left,intoxicated,left,0.338883232,1
10,right,intoxicated,right,0.488483965,1
10,left,intoxicated,left,0.378248947,1
10,left,intoxicated,right,0.359109619,0
10,left,intoxicated,left,0.444330865,1
10,right,intoxicated,right,0.319913204,1
10,left,intoxicated,left,0.3254004,1
10,right,intoxicated,right,0.338673528,1
10,right,intoxicated,right,0.334059536,1
10,right,intoxicated,right,0.612642104,1
10,right,intoxicated,right,0.500009185,1
10,right,intoxicated,right,0.480406045,1
10,left,intoxicated,right,0.45012995,0
10,left,intoxicated,right,0.570660587,0
10,right,intoxicated,left,0.327140505,0
10,right,intoxicated,right,0.536872106,1
10,right,intoxicated,right,0.35559063,1
10,right,intoxicated,right,0.323334215,1
10,right,intoxicated,right,0.370412403,1
10,left,intoxicated,left,0.428918833,1
10,left,intoxicated,right,0.516798932,0
10,left,intoxicated,left,0.35089838,1
10,right,intoxicated,right,0.366655872,1
10,right,intoxicated,right,0.366330335,1
10,right,intoxicated,right,0.337375473,1
10,left,intoxicated,right,0.426655871,0
10,left,intoxicated,left,0.423165197,1
10,right,intoxicated,right,0.458297188,1
10,left,intoxicated,left,0.356970062,1
10,left,intoxicated,left,0.39241469,1
10,right,intoxicated,left,0.406300816,0
10,right,intoxicated,right,0.330813186,1
10,left,intoxicated,left,0.557647077,1
10,right,intoxicated,left,0.42873399,0
10,left,intoxicated,right,0.461583059,0
10,left,intoxicated,left,0.34183304,1
10,right,intoxicated,right,0.580713774,1
10,right,intoxicated,right,0.403374515,1
10,right,intoxicated,right,0.366852539,1
10,right,intoxicated,right,0.530304008,1
10,right,intoxicated,right,0.648337785,1
10,right,intoxicated,left,0.308626277,0
10,left,intoxicated,left,0.497565633,1
10,right,intoxicated,right,0.370814797,1
10,right,intoxicated,left,0.324564005,0
10,left,intoxicated,left,0.387239163,1
10,left,intoxicated,right,0.330276946,0
10,right,intoxicated,right,0.363731303,1
10,right,intoxicated,left,0.42044553,0
10,right,intoxicated,right,0.355306129,1
10,left,intoxicated,left,0.317562202,1
10,right,intoxicated,right,0.320101992,1
10,left,intoxicated,left,0.324201954,1
10,left,intoxicated,right,0.62850883,0
10,left,intoxicated,right,0.314638994,0
10,left,intoxicated,right,0.68819469,0
10,right,intoxicated,right,0.36877994,1
10,left,intoxicated,left,0.529763836,1
10,right,intoxicated,right,0.332758775,1
10,left,intoxicated,left,0.408848012,1
10,right,intoxicated,left,0.501901908,0
10,right,intoxicated,right,0.311860858,1
10,right,intoxicated,left,0.377556687,0
10,right,intoxicated,left,0.347709671,0
10,right,intoxicated,right,0.352930566,1
10,right,intoxicated,left,0.58770451,0
10,right,intoxicated,left,0.393777709,0
10,left,intoxicated,left,0.611208883,1
10,left,intoxicated,left,0.349295167,1
10,left,intoxicated,left,0.447018268,1
10,right,intoxicated,left,0.505120538,0
10,left,intoxicated,left,0.419076752,1
10,left,intoxicated,left,0.401300435,1
10,left,intoxicated,right,0.372198541,0
10,left,intoxicated,right,0.664617987,0
10,right,intoxicated,right,0.395034234,1
10,left,intoxicated,left,0.359061273,1
10,right,intoxicated,right,0.341347863,1
10,left,intoxicated,left,0.352241681,1
10,left,intoxicated,left,0.320517463,1
10,left,intoxicated,left,0.398305281,1
10,left,intoxicated,left,0.406860808,1
10,right,intoxicated,right,0.378647426,1
10,right,intoxicated,right,0.649827542,1
10,right,intoxicated,right,0.385660783,1
10,left,intoxicated,right,0.460489696,0
10,left,intoxicated,right,0.538912546,0
10,right,intoxicated,left,0.338313667,0
10,right,intoxicated,right,0.49636403,1
10,left,intoxicated,left,0.468850599,1
